,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
10469,GO56075,Oregon,7589.63,No,Basic,High School or Below,2011-01-24,Unemployed,M,0,Suburban,Married,69,30,97,0,2,Personal Auto,Personal L3,Offer1,Branch,331.2,Four-Door Car,Small,A,1
10470,NA89685,Oregon,5746.15,No,Basic,College,2011-02-14,Employed,M,61990,Rural,Married,72,21,47,0,9,Personal Auto,Personal L3,Offer1,Agent,48.88,Four-Door Car,Medsize,A,2
10471,VA94160,California,5418.46,No,Basic,High School or Below,2011-01-19,Employed,F,43054,Suburban,Married,68,5,41,0,4,Personal Auto,Personal L2,Offer3,Agent,326.4,Four-Door Car,Large,A,1
10472,OS11465,Oregon,8500.91,No,Basic,High School or Below,2011-01-10,Employed,M,79153,Suburban,Married,106,12,5,0,7,Special Auto,Special L1,Offer4,Call Center,508.8,SUV,Medsize,A,1
10473,ET10831,Oregon,5116.73,No,Basic,College,2011-01-06,Employed,M,95427,Suburban,Single,65,2,85,0,5,Personal Auto,Personal L1,Offer1,Call Center,442.81,Four-Door Car,Medsize,A,1
10474,QG22665,Arizona,5000.62,No,Basic,College,2011-02-14,Employed,M,43723,Suburban,Married,66,31,61,3,7,Personal Auto,Personal L3,Offer2,Agent,316.8,Four-Door Car,Small,A,2
10475,LD49835,California,4307.42,No,Basic,High School or Below,2011-01-17,Employed,M,73345,Suburban,Married,107,7,62,0,1,Personal Auto,Personal L1,Offer4,Agent,513.6,SUV,Medsize,A,1
10476,YE88490,Arizona,5380.9,Yes,Basic,College,2011-02-24,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Medsize,A,2
10477,WI65397,Oregon,7627.31,No,Extended,Bachelor,2011-02-17,Employed,F,36084,Rural,Divorced,99,3,9,1,7,Corporate Auto,Corporate L2,Offer1,Agent,152.78,Two-Door Car,Medsize,A,2
10478,ZI60303,Oregon,9817.03,No,Extended,High School or Below,2011-01-28,Unemployed,M,0,Suburban,Single,139,9,22,0,6,Personal Auto,Personal L2,Offer3,Branch,1000.8,Sports Car,Medsize,A,1
10479,YU49449,California,2626.28,No,Basic,Bachelor,2011-02-07,Employed,M,41990,Suburban,Married,66,23,19,0,1,Personal Auto,Personal L2,Offer1,Agent,316.8,Four-Door Car,Medsize,A,2
10480,JQ84105,Oregon,2360.6,No,Basic,High School or Below,2011-01-21,Unemployed,F,0,Suburban,Single,65,14,5,0,1,Corporate Auto,Corporate L3,Offer1,Web,468.0,Four-Door Car,Medsize,A,1
10481,ON73702,Arizona,9080.64,No,Basic,Bachelor,2011-01-26,Employed,F,33897,Urban,Married,114,15,67,0,8,Corporate Auto,Corporate L3,Offer1,Agent,539.84,SUV,Small,A,1
10482,FE73696,Oregon,3792.13,No,Extended,High School or Below,2011-01-07,Employed,M,97212,Urban,Married,93,28,61,0,1,Personal Auto,Personal L1,Offer2,Call Center,360.06,Two-Door Car,Medsize,A,1
10483,ZZ43513,California,13110.55,No,Basic,High School or Below,2011-01-19,Employed,M,73597,Urban,Married,114,5,8,5,2,Personal Auto,Personal L2,Offer4,Agent,485.18,Four-Door Car,Medsize,A,1
10484,GI70759,California,4818.64,No,Basic,Bachelor,2011-01-03,Unemployed,M,0,Suburban,Single,71,26,80,0,9,Personal Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,Medsize,A,1
10485,QO61775,California,4571.61,No,Basic,Master,2011-02-01,Employed,M,79453,Rural,Single,115,11,47,0,1,Personal Auto,Personal L2,Offer2,Agent,242.1,SUV,Medsize,A,2
10486,TE13577,Oregon,2319.74,No,Basic,College,2011-01-23,Unemployed,F,0,Suburban,Single,64,31,53,0,1,Personal Auto,Personal L1,Offer3,Branch,632.72,Four-Door Car,Medsize,A,1
10487,IX60941,Oregon,3508.57,Yes,Extended,College,2011-01-05,Medical Leave,M,20978,Suburban,Married,98,19,96,1,1,Personal Auto,Personal L3,Offer2,Branch,1176.28,Four-Door Car,Small,A,1
10488,OM63954,California,9264.57,No,Premium,Bachelor,2011-02-14,Employed,F,55837,Suburban,Single,117,16,35,0,9,Personal Auto,Personal L1,Offer2,Agent,741.87,Two-Door Car,Medsize,A,2
10489,BS34332,Oregon,5557.93,No,Basic,High School or Below,2011-01-30,Employed,F,83576,Suburban,Married,69,35,72,0,5,Personal Auto,Personal L3,Offer3,Web,331.2,Two-Door Car,Medsize,A,1
10490,II27516,California,6366.23,Yes,Extended,High School or Below,2011-01-07,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Personal L3,Offer2,Call Center,384.0,Two-Door Car,Large,A,1
10491,EN21086,Arizona,6889.1,No,Basic,High School or Below,2011-01-09,Unemployed,F,0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Small,A,1
10492,QQ51185,Nevada,2659.5,No,Basic,College,2011-01-03,Employed,F,64987,Urban,Married,66,17,90,0,1,Personal Auto,Personal L3,Offer2,Web,182.93,Four-Door Car,Small,A,1
10493,ML82674,Oregon,10978.78,No,Extended,Bachelor,2011-01-12,Employed,M,68158,Rural,Married,139,28,87,1,4,Personal Auto,Personal L2,Offer1,Call Center,253.18,SUV,Medsize,A,1
10494,FY30870,California,18569.5,No,Extended,High School or Below,2011-02-06,Employed,F,32756,Urban,Married,93,18,67,0,2,Personal Auto,Personal L3,Offer1,Agent,381.12,Two-Door Car,Medsize,A,2
10495,RL59810,Oregon,5137.85,No,Basic,College,2011-02-18,Employed,F,78460,Urban,Married,64,3,93,0,4,Personal Auto,Personal L3,Offer3,Agent,203.57,Four-Door Car,Medsize,A,2
10496,TG60853,Nevada,6265.34,Yes,Extended,Doctor,2011-01-13,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Corporate Auto,Corporate L2,Offer1,Agent,481.03,Four-Door Car,Medsize,A,1
10497,LM58227,Oregon,5285.31,No,Basic,High School or Below,2011-01-14,Employed,F,65096,Suburban,Married,67,3,81,3,8,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,A,1
10498,MM45334,Oregon,8169.51,No,Basic,College,2011-02-14,Employed,F,40803,Rural,Single,71,8,19,3,2,Personal Auto,Personal L3,Offer3,Call Center,122.91,Four-Door Car,Medsize,A,2
10499,VI66513,California,9688.33,No,Extended,High School or Below,2011-01-03,Employed,M,20009,Suburban,Single,87,15,86,0,2,Corporate Auto,Corporate L3,Offer2,Branch,987.12,Four-Door Car,Small,A,1
10500,HW19141,Oregon,3452.41,No,Extended,Bachelor,2011-02-28,Employed,F,65773,Urban,Married,89,24,35,4,1,Corporate Auto,Corporate L2,Offer2,Call Center,245.31,Four-Door Car,Medsize,A,2
10501,KS98084,California,5069.07,No,Basic,Master,2011-02-07,Employed,F,50363,Rural,Married,63,24,40,0,8,Personal Auto,Personal L3,Offer3,Agent,12.74,Four-Door Car,Medsize,A,2
10502,XI56955,Washington,5504.14,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Personal Auto,Personal L2,Offer1,Call Center,350.4,Four-Door Car,Medsize,A,2
10503,ZP86347,California,5500.58,No,Extended,College,2011-02-12,Employed,F,44019,Rural,Married,138,15,60,0,1,Personal Auto,Personal L3,Offer3,Agent,165.48,SUV,Medsize,A,2
10504,QZ56257,Washington,13021.09,No,Extended,High School or Below,2011-01-17,Unemployed,F,0,Suburban,Single,223,26,40,5,7,Personal Auto,Personal L2,Offer1,Call Center,1605.6,Luxury Car,Medsize,A,1
10505,NG13451,Oregon,7892.82,No,Basic,High School or Below,2011-02-13,Employed,M,29215,Suburban,Single,67,7,15,0,2,Personal Auto,Personal L2,Offer2,Call Center,327.66,Four-Door Car,Small,A,2
10506,ZH18791,Oregon,5028.84,No,Basic,Bachelor,2011-01-10,Unemployed,M,0,Rural,Married,67,21,85,0,8,Personal Auto,Personal L3,Offer1,Branch,80.75,Four-Door Car,Medsize,A,1
10507,HF82396,Oregon,14428.87,No,Basic,High School or Below,2011-01-17,Unemployed,F,0,Suburban,Single,68,2,82,0,2,Personal Auto,Personal L1,Offer1,Branch,326.4,Four-Door Car,Medsize,A,1
10508,TD51026,Arizona,7714.6,No,Basic,Bachelor,2011-02-25,Medical Leave,M,13154,Suburban,Married,102,0,42,0,4,Personal Auto,Personal L2,Offer1,Branch,489.6,SUV,Medsize,A,2
10509,TZ65661,California,2742.8,No,Basic,College,2011-01-15,Employed,F,32437,Suburban,Married,69,25,96,0,1,Corporate Auto,Corporate L1,Offer4,Branch,331.2,Two-Door Car,Small,A,1
10510,BC34309,California,2435.15,No,Basic,Master,2011-02-02,Employed,F,64341,Rural,Single,61,4,81,0,1,Personal Auto,Personal L2,Offer1,Agent,79.93,Four-Door Car,Small,A,2
10511,IO64256,Oregon,2736.94,No,Basic,High School or Below,2011-01-22,Employed,F,78889,Rural,Married,68,0,84,0,1,Corporate Auto,Corporate L3,Offer4,Branch,51.82,Two-Door Car,Medsize,A,1
10512,FG77231,Oregon,12741.85,Yes,Basic,Bachelor,2011-01-07,Employed,F,73054,Urban,Married,106,34,36,1,2,Personal Auto,Personal L3,Offer1,Branch,419.37,SUV,Medsize,A,1
10513,IY24560,California,5288.24,No,Basic,Bachelor,2011-02-11,Medical Leave,M,28884,Suburban,Married,72,27,9,1,3,Corporate Auto,Corporate L3,Offer2,Agent,518.4,Four-Door Car,Medsize,A,2
10514,XS74336,Washington,2541.52,No,Basic,High School or Below,2011-02-22,Unemployed,F,0,Suburban,Single,71,12,37,0,1,Personal Auto,Personal L3,Offer4,Web,511.2,Four-Door Car,Small,A,2
10515,HU26687,California,2824.85,No,Basic,Bachelor,2011-01-18,Employed,M,48008,Rural,Married,73,33,55,4,1,Personal Auto,Personal L3,Offer2,Branch,137.08,Four-Door Car,Medsize,A,1
10516,QR47308,Nevada,2745.25,No,Basic,College,2011-01-15,Employed,F,45191,Urban,Married,69,18,34,0,1,Personal Auto,Personal L3,Offer2,Web,330.78,Four-Door Car,Large,A,1
10517,DJ27518,California,10089.79,No,Extended,High School or Below,2011-01-01,Employed,F,63657,Suburban,Single,128,1,26,0,7,Corporate Auto,Corporate L3,Offer4,Agent,614.4,Sports Car,Medsize,A,1
10518,DZ64604,California,12269.42,No,Premium,High School or Below,2011-02-12,Employed,M,60774,Suburban,Married,154,13,7,0,5,Personal Auto,Personal L3,Offer2,Branch,739.2,SUV,Small,A,2
10519,TM43177,Oregon,3105.35,No,Extended,High School or Below,2011-01-15,Employed,F,97234,Urban,Single,78,13,39,0,1,Personal Auto,Personal L3,Offer2,Branch,317.98,Four-Door Car,Large,A,1
10520,KQ51983,Nevada,5159.37,No,Basic,College,2011-02-24,Unemployed,M,0,Suburban,Single,74,2,42,0,9,Personal Auto,Personal L1,Offer1,Branch,831.75,Two-Door Car,Medsize,A,2
10521,HP36979,California,6408.79,No,Extended,College,2011-02-03,Employed,M,49988,Suburban,Married,84,6,37,5,5,Personal Auto,Personal L2,Offer2,Web,566.94,Two-Door Car,Large,A,2
10522,QM78112,Washington,2810.46,Yes,Basic,Bachelor,2011-02-27,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize,A,2
10523,WH32183,California,8323.07,No,Basic,Bachelor,2011-01-20,Employed,M,97245,Rural,Divorced,70,29,29,0,2,Personal Auto,Personal L3,Offer2,Web,4.11,Four-Door Car,Medsize,A,1
10524,FP31685,Oregon,7868.1,No,Basic,Bachelor,2011-02-05,Employed,F,24887,Suburban,Single,68,33,6,0,2,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Medsize,A,2
10525,ZS36394,California,5504.14,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,Medsize,A,2
10526,FP45327,Washington,9095.05,Yes,Basic,College,2011-01-11,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,A,1
10527,WJ26538,California,3203.3,No,Extended,Master,2011-02-23,Employed,M,68370,Urban,Married,80,0,45,0,1,Personal Auto,Personal L2,Offer3,Agent,244.16,Four-Door Car,Medsize,A,2
10528,UD27331,Nevada,3241.84,No,Extended,Bachelor,2011-01-01,Employed,M,33701,Suburban,Single,88,14,22,3,1,Personal Auto,Personal L3,Offer1,Agent,460.82,Four-Door Car,Medsize,A,1
10529,WW74234,Arizona,3969.43,No,Basic,College,2011-02-05,Employed,F,49544,Rural,Single,101,3,29,0,1,Personal Auto,Personal L3,Offer1,Agent,0.77,SUV,Medsize,A,2
10530,TV82603,California,14895.4,No,Basic,Bachelor,2011-01-21,Employed,F,48081,Urban,Married,188,31,12,0,5,Personal Auto,Personal L3,Offer1,Branch,881.36,Luxury SUV,Small,A,1
10531,RF58958,California,11624.82,No,Premium,High School or Below,2011-01-22,Unemployed,M,0,Suburban,Single,113,32,66,0,2,Personal Auto,Personal L3,Offer1,Agent,813.6,Four-Door Car,Medsize,A,1
10532,DH13219,California,3402.78,No,Extended,Bachelor,2011-01-28,Employed,M,57428,Suburban,Married,85,34,40,1,1,Corporate Auto,Corporate L3,Offer1,Call Center,414.65,Four-Door Car,Medsize,A,1
10533,DF21541,Arizona,2646.57,No,Basic,College,2011-01-28,Disabled,F,23170,Suburban,Divorced,71,21,67,0,1,Personal Auto,Personal L3,Offer1,Call Center,340.8,Four-Door Car,Medsize,A,1
10534,AD28349,Arizona,4637.54,No,Basic,High School or Below,2011-02-23,Unemployed,M,0,Suburban,Divorced,68,15,81,0,3,Personal Auto,Personal L3,Offer1,Call Center,352.13,Four-Door Car,Medsize,A,2
10535,LS62045,Oregon,2831.68,No,Basic,Bachelor,2011-01-27,Employed,F,70037,Suburban,Married,70,6,61,0,1,Personal Auto,Personal L3,Offer4,Web,409.99,Four-Door Car,Medsize,A,1
10536,UF77413,Oregon,2758.5,No,Basic,College,2011-02-27,Employed,M,65794,Urban,Married,69,10,14,1,1,Personal Auto,Personal L1,Offer1,Branch,277.27,Four-Door Car,Medsize,A,2
10537,CY50337,Oregon,10928.41,No,Extended,College,2011-01-11,Employed,F,74965,Rural,Married,90,20,93,0,2,Personal Auto,Personal L3,Offer1,Agent,58.56,Four-Door Car,Medsize,A,1
10538,JI37927,Oregon,7736.46,No,Basic,College,2011-02-19,Unemployed,F,0,Rural,Married,112,6,37,3,7,Corporate Auto,Corporate L3,Offer2,Agent,78.98,SUV,Medsize,A,2
10539,UO16539,Washington,8439.62,No,Basic,Bachelor,2011-01-26,Employed,M,22454,Suburban,Single,110,5,75,2,3,Personal Auto,Personal L3,Offer2,Agent,556.1,SUV,Medsize,A,1
10540,RA70851,Oregon,7437.69,No,Extended,High School or Below,2011-01-12,Employed,M,86863,Suburban,Married,92,27,26,0,3,Personal Auto,Personal L3,Offer2,Branch,441.6,Four-Door Car,Medsize,A,1
10541,TO74000,Oregon,8114.41,No,Basic,High School or Below,2011-02-08,Employed,M,30595,Suburban,Married,69,22,36,0,2,Corporate Auto,Corporate L2,Offer1,Agent,446.08,Four-Door Car,Medsize,A,2
10542,WB96917,California,9875.09,No,Extended,College,2011-01-03,Employed,M,29598,Rural,Single,87,2,70,0,2,Personal Auto,Personal L1,Offer4,Call Center,150.93,Two-Door Car,Medsize,A,1
10543,QS79556,California,9414.12,No,Extended,College,2011-01-28,Disabled,F,20455,Suburban,Married,84,14,40,2,2,Corporate Auto,Corporate L3,Offer3,Branch,564.92,Two-Door Car,Medsize,A,1
10544,BL44708,California,12556.95,No,Basic,High School or Below,2011-02-07,Unemployed,F,0,Suburban,Single,70,34,10,0,2,Personal Auto,Personal L2,Offer1,Branch,504.0,Two-Door Car,Small,A,2
10545,OX75108,Arizona,5463.91,No,Basic,Master,2011-01-28,Employed,F,44305,Urban,Married,67,33,39,0,9,Personal Auto,Personal L1,Offer2,Call Center,214.77,Four-Door Car,Medsize,A,1
10546,EG21289,California,7764.27,No,Basic,College,2011-02-04,Employed,F,58419,Rural,Married,191,15,6,0,1,Personal Auto,Personal L2,Offer4,Call Center,202.47,Luxury Car,Medsize,A,2
10547,LP34743,Oregon,4726.87,Yes,Extended,Bachelor,2011-01-10,Medical Leave,F,13037,Suburban,Married,124,28,49,0,1,Personal Auto,Personal L3,Offer2,Agent,839.35,SUV,Small,A,1
10548,MY51849,Oregon,4903.81,No,Basic,Bachelor,2011-02-22,Unemployed,F,0,Suburban,Married,66,19,29,0,8,Personal Auto,Personal L3,Offer1,Branch,469.61,Four-Door Car,Medsize,A,2
10549,QG39997,Arizona,4212.8,No,Premium,College,2011-01-01,Disabled,F,10097,Rural,Married,110,17,69,0,1,Personal Auto,Personal L1,Offer1,Web,218.64,Four-Door Car,Medsize,A,1
10550,IC77855,California,15272.8,No,Basic,College,2011-02-16,Employed,M,40571,Urban,Married,100,19,56,2,2,Personal Auto,Personal L1,Offer4,Branch,361.79,SUV,Medsize,A,2
10551,No81415,Arizona,3139.17,No,Extended,Bachelor,2011-02-01,Employed,M,31177,Suburban,Married,79,15,28,0,1,Personal Auto,Personal L3,Offer4,Call Center,905.7,Four-Door Car,Small,A,2
10552,ZY33234,Nevada,4297.19,No,Premium,High School or Below,2011-01-12,Employed,F,66331,Suburban,Single,107,0,74,0,1,Personal Auto,Personal L3,Offer4,Branch,513.6,Two-Door Car,Large,A,1
10553,TM28833,Oregon,2276.39,No,Basic,College,2011-01-18,Unemployed,M,0,Suburban,Single,69,34,13,1,1,Personal Auto,Personal L3,Offer4,Call Center,624.98,Two-Door Car,Small,A,1
10554,OZ62735,Arizona,15487.44,No,Extended,Bachelor,2011-02-05,Employed,M,69161,Urban,Married,129,24,50,0,2,Personal Auto,Personal L3,Offer1,Agent,441.14,Sports Car,Medsize,A,2
10555,NZ30757,California,4801.66,No,Basic,Bachelor,2011-02-16,Medical Leave,M,18107,Suburban,Married,62,29,11,0,8,Personal Auto,Personal L2,Offer1,Agent,297.6,Four-Door Car,Medsize,A,2
10556,YV88022,Washington,6689.02,Yes,Extended,High School or Below,2011-02-13,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L2,Offer2,Agent,599.0,Two-Door Car,Medsize,A,2
10557,DW72437,Oregon,2731.4,No,Basic,Master,2011-02-21,Employed,F,43386,Urban,Married,68,13,79,0,1,Personal Auto,Personal L2,Offer3,Call Center,315.35,Two-Door Car,Medsize,A,2
10558,DD68171,Arizona,3527.85,No,Extended,Bachelor,2011-02-08,Employed,F,59496,Rural,Married,88,22,64,0,1,Personal Auto,Personal L3,Offer1,Agent,189.14,Four-Door Car,Medsize,A,2
10559,OA46321,Oregon,15512.25,No,Basic,College,2011-01-17,Employed,M,54833,Suburban,Married,198,22,92,3,3,Corporate Auto,Corporate L3,Offer3,Agent,1396.7,Luxury Car,Large,A,1
10560,SE62920,California,8836.03,No,Basic,Bachelor,2011-01-30,Employed,M,63909,Rural,Married,112,24,50,0,8,Personal Auto,Personal L3,Offer2,Branch,206.91,SUV,Medsize,A,1
10561,KD47243,California,11797.99,No,Basic,Bachelor,2011-02-21,Employed,F,91469,Urban,Single,100,11,89,2,2,Personal Auto,Personal L1,Offer1,Agent,418.86,SUV,Small,A,2
10562,ZK58906,California,16589.71,No,Premium,Bachelor,2011-01-02,Employed,M,59414,Rural,Married,140,34,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,65.02,SUV,Medsize,A,1
10563,VK85405,California,7409.59,No,Basic,High School or Below,2011-01-29,Employed,F,80415,Urban,Single,62,24,15,0,2,Corporate Auto,Corporate L2,Offer1,Agent,281.37,Two-Door Car,Medsize,A,1
10564,KH94432,Arizona,5338.53,No,Basic,Doctor,2011-02-26,Employed,F,48696,Rural,Married,66,21,31,0,6,Corporate Auto,Corporate L2,Offer3,Agent,48.76,Four-Door Car,Medsize,A,2
10565,QO62792,Oregon,7840.17,Yes,Extended,College,2011-01-14,Employed,M,58414,Suburban,Single,210,7,24,2,1,Personal Auto,Personal L3,Offer2,Agent,1008.0,Four-Door Car,Medsize,A,1
10566,TW46585,Nevada,4767.69,No,Basic,Bachelor,2011-01-28,Unemployed,M,0,Suburban,Single,72,2,12,0,9,Corporate Auto,Corporate L1,Offer3,Call Center,345.6,Four-Door Car,Medsize,A,1
10567,MH13358,Oregon,2854.27,No,Basic,High School or Below,2011-02-10,Employed,F,34807,Suburban,Single,73,8,90,0,1,Personal Auto,Personal L3,Offer1,Agent,472.04,Two-Door Car,Small,A,2
10568,GV39658,Arizona,13523.13,No,Extended,College,2011-01-19,Medical Leave,F,10563,Rural,Divorced,121,20,10,0,2,Corporate Auto,Corporate L2,Offer1,Branch,109.81,SUV,Medsize,A,1
10569,BM55732,Nevada,8337.19,No,Basic,High School or Below,2011-02-16,Employed,F,74460,Suburban,Married,69,3,25,0,2,Corporate Auto,Corporate L2,Offer4,Web,331.2,Two-Door Car,Medsize,A,2
10570,MD70513,Washington,12759.28,No,Basic,College,2011-01-20,Employed,M,68351,Suburban,Single,107,16,90,0,2,Personal Auto,Personal L2,Offer1,Branch,725.34,SUV,Medsize,A,1
10571,JH62891,Oregon,5178.7,No,Basic,College,2011-02-02,Employed,F,66943,Rural,Married,65,33,10,1,7,Special Auto,Special L2,Offer3,Call Center,53.08,Four-Door Car,Medsize,A,2
10572,XR74789,Washington,7199.65,No,Extended,College,2011-01-14,Employed,F,63328,Suburban,Married,89,15,19,0,9,Personal Auto,Personal L2,Offer2,Web,427.2,Two-Door Car,Medsize,A,1
10573,EO95328,Oregon,7920.11,No,Basic,Bachelor,2011-01-27,Employed,F,89284,Suburban,Married,67,7,31,3,2,Personal Auto,Personal L2,Offer4,Agent,321.6,Two-Door Car,Small,A,1
10574,NI71089,California,4650.06,Yes,Basic,College,2011-01-10,Retired,M,28215,Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,468.0,Two-Door Car,Medsize,A,1
10575,LA79102,California,7638.44,No,Extended,Doctor,2011-01-18,Employed,F,66106,Urban,Married,95,10,25,1,4,Personal Auto,Personal L3,Offer3,Agent,250.32,Two-Door Car,Small,A,1
10576,NZ85858,Arizona,5270.01,No,Basic,High School or Below,2011-01-29,Employed,F,78115,Urban,Married,65,1,12,0,4,Personal Auto,Personal L3,Offer2,Branch,255.45,Four-Door Car,Small,A,1
10577,JH73645,California,15190.65,No,Basic,High School or Below,2011-02-12,Unemployed,M,0,Suburban,Single,71,4,64,4,2,Personal Auto,Personal L3,Offer2,Call Center,839.59,Four-Door Car,Small,A,2
10578,QN65180,Oregon,21903.91,No,Extended,Bachelor,2011-02-26,Employed,F,22254,Rural,Married,79,22,75,0,2,Personal Auto,Personal L1,Offer3,Call Center,125.19,Four-Door Car,Large,A,2
10579,DZ89536,Oregon,3238.0,Yes,Extended,Master,2011-01-16,Employed,M,60244,Urban,Married,83,3,72,3,1,Corporate Auto,Corporate L3,Offer3,Agent,326.28,Four-Door Car,Medsize,A,1
10580,OW97322,Oregon,31410.93,No,Premium,Bachelor,2011-02-10,Employed,M,28013,Suburban,Married,266,25,30,0,2,Personal Auto,Personal L2,Offer2,Branch,1276.8,Luxury Car,Small,A,2
10581,MS41043,Arizona,7469.15,No,Basic,College,2011-01-14,Unemployed,F,0,Suburban,Married,199,10,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,1956.37,Luxury SUV,Medsize,A,1
10582,WR88041,Washington,5043.8,No,Basic,High School or Below,2011-01-01,Employed,M,35832,Urban,Divorced,65,1,44,0,7,Personal Auto,Personal L3,Offer1,Agent,177.21,Four-Door Car,Medsize,A,1
10583,XA53408,Oregon,5578.52,No,Basic,College,2011-02-13,Employed,M,27756,Suburban,Married,71,6,52,0,8,Corporate Auto,Corporate L3,Offer1,Agent,735.73,Two-Door Car,Small,A,2
10584,UX24010,California,5205.26,No,Basic,Bachelor,2011-01-04,Employed,F,53614,Suburban,Married,65,25,70,1,5,Personal Auto,Personal L1,Offer1,Agent,725.85,Four-Door Car,Small,A,1
10585,BP83941,Arizona,8396.33,No,Basic,Master,2011-02-21,Unemployed,F,0,Suburban,Married,115,18,80,1,3,Personal Auto,Personal L2,Offer3,Web,552.0,Four-Door Car,Medsize,A,2
10586,MD33155,California,2580.85,Yes,Basic,College,2011-02-09,Employed,M,46900,Suburban,Married,66,13,59,0,1,Corporate Auto,Corporate L3,Offer2,Web,316.8,Four-Door Car,Medsize,A,2
10587,WY37677,Oregon,8500.12,No,Basic,High School or Below,2011-02-10,Unemployed,M,0,Suburban,Married,119,1,58,0,7,Personal Auto,Personal L3,Offer2,Agent,856.8,Sports Car,Medsize,A,2
10588,EF52978,California,4777.12,No,Basic,High School or Below,2011-01-21,Unemployed,F,0,Suburban,Married,62,15,80,0,3,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,Medsize,A,1
10589,YP96182,Oregon,2726.8,No,Basic,Master,2011-02-23,Employed,M,31385,Rural,Divorced,69,31,5,0,1,Personal Auto,Personal L2,Offer3,Agent,68.19,Four-Door Car,Medsize,A,2
10590,ER52041,California,3237.31,No,Extended,College,2011-01-07,Unemployed,M,0,Suburban,Single,90,19,91,0,1,Personal Auto,Personal L3,Offer1,Call Center,659.44,Four-Door Car,Medsize,A,1
10591,XS97845,Oregon,4299.84,No,Premium,College,2011-02-13,Employed,M,44388,Urban,Divorced,113,10,74,1,1,Personal Auto,Personal L2,Offer1,Call Center,496.84,Four-Door Car,Medsize,A,2
10592,GS92994,Washington,15435.69,No,Extended,College,2011-02-25,Employed,F,84581,Rural,Married,96,25,50,0,2,Personal Auto,Personal L3,Offer4,Web,4.33,Four-Door Car,Medsize,A,2
10593,VT52978,Nevada,12547.43,No,Premium,High School or Below,2011-01-21,Employed,M,32857,Suburban,Divorced,105,15,15,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,504.0,Four-Door Car,Medsize,A,1
10594,ZE42703,California,4863.47,No,Extended,Bachelor,2011-02-04,Employed,M,52728,Suburban,Divorced,127,34,34,1,1,Corporate Auto,Corporate L3,Offer1,Branch,609.6,SUV,Medsize,A,2
10595,EW67766,California,4727.83,No,Extended,College,2011-01-11,Unemployed,F,0,Suburban,Married,127,24,58,0,1,Personal Auto,Personal L2,Offer1,Agent,609.6,SUV,Small,A,1
10596,RZ89024,Oregon,3103.0,No,Extended,Doctor,2011-02-25,Employed,M,31841,Rural,Married,78,24,11,0,1,Personal Auto,Personal L3,Offer2,Agent,126.86,Four-Door Car,Medsize,A,2
10597,FF38892,California,32861.26,No,Premium,High School or Below,2011-02-11,Employed,F,49889,Rural,Married,118,8,11,0,2,Personal Auto,Personal L3,Offer4,Agent,201.55,Two-Door Car,Medsize,A,2
10598,BC62782,Arizona,13575.68,No,Basic,College,2011-01-23,Employed,F,48534,Suburban,Married,115,29,79,1,2,Personal Auto,Personal L3,Offer4,Call Center,552.0,SUV,Small,A,1
10599,BM28359,Oregon,5453.71,No,Basic,High School or Below,2011-01-29,Employed,M,33818,Urban,Single,72,6,34,4,3,Personal Auto,Personal L3,Offer2,Agent,341.88,Four-Door Car,Large,A,1
10600,WR90490,Nevada,4893.98,No,Basic,High School or Below,2011-01-21,Disabled,M,25572,Suburban,Married,65,0,30,0,3,Personal Auto,Personal L3,Offer3,Agent,312.0,Four-Door Car,Medsize,A,1
10601,LK40971,California,7451.49,No,Basic,Bachelor,2011-01-24,Unemployed,M,0,Suburban,Single,107,6,63,0,8,Personal Auto,Personal L3,Offer1,Agent,770.4,Four-Door Car,Medsize,A,1
